id,candidato,fecha
6310,20,2019-02-19T19:16:51.569191
6319,3,2019-02-19T19:17:01.146100
6320,17,2019-02-19T19:17:04.476935
6321,3,2019-02-19T19:17:04.513728
6329,17,2019-02-19T19:17:12.860063
6333,17,2019-02-19T19:17:18.067860
6339,8,2019-02-19T19:17:23.620872
6341,16,2019-02-19T19:17:25.631439
6344,19,2019-02-19T19:17:29.240834
6359,9,2019-02-19T19:17:38.535254
6362,3,2019-02-19T19:17:40.064123
6363,9,2019-02-19T19:17:37.292192
6367,4,2019-02-19T19:17:42.939763
6369,20,2019-02-19T19:17:44.029050
6370,4,2019-02-19T19:17:44.562544
6372,3,2019-02-19T19:17:45.743440
6379,4,2019-02-19T19:17:51.937171
6383,9,2019-02-19T19:17:59.502008
6385,19,2019-02-19T19:18:00.912872
6386,17,2019-02-19T19:18:01.679975
6389,18,2019-02-19T19:18:04.006727
6395,9,2019-02-19T19:18:08.238736
6401,2,2019-02-19T19:18:13.682362
6408,2,2019-02-19T19:18:19.033496
6412,11,2019-02-19T19:18:21.305857
6413,10,2019-02-19T19:18:23.131887
6421,17,2019-02-19T19:18:27.852054
6424,17,2019-02-19T19:18:29.868757
6426,17,2019-02-19T19:18:32.094653
6431,17,2019-02-19T19:18:35.559262
6433,2,2019-02-19T19:18:38.318411
6435,4,2019-02-19T19:18:42.989163
6437,4,2019-02-19T19:18:44.886985
6438,11,2019-02-19T19:18:45.482296
6440,17,2019-02-19T19:18:49.312759
6448,3,2019-02-19T19:18:53.993635
6449,4,2019-02-19T19:18:58.398749
6458,3,2019-02-19T19:19:03.239425
6459,10,2019-02-19T19:19:03.828547
6460,17,2019-02-19T19:19:04.388151
6463,17,2019-02-19T19:19:06.690394
6466,17,2019-02-19T19:19:08.546123
6470,17,2019-02-19T19:19:14.631357
6471,18,2019-02-19T19:19:15.503585
6472,4,2019-02-19T19:19:18.363686
6478,9,2019-02-19T19:19:23.108564
6480,16,2019-02-19T19:19:24.430794
6499,17,2019-02-19T19:19:38.843056
6512,17,2019-02-19T19:19:50.040592
6516,17,2019-02-19T19:19:54.029965
6521,11,2019-02-19T19:19:58.967806
6524,3,2019-02-19T19:20:01.907462
6528,16,2019-02-19T19:20:06.572172
6529,21,2019-02-19T19:20:08.228986
6535,3,2019-02-19T19:20:15.769303
6537,9,2019-02-19T19:20:16.628743
6540,2,2019-02-19T19:20:20.340917
6544,17,2019-02-19T19:20:25.480528
6557,4,2019-02-19T19:20:35.051493
6561,17,2019-02-19T19:20:39.666506
6565,9,2019-02-19T19:20:43.276571
6569,3,2019-02-19T19:20:49.184121
6570,17,2019-02-19T19:20:49.681064
6584,9,2019-02-19T19:21:03.933394
6587,6,2019-02-19T19:21:06.150344
6595,9,2019-02-19T19:21:10.766843
6599,17,2019-02-19T19:21:12.930172
6600,11,2019-02-19T19:21:13.475966
6602,17,2019-02-19T19:21:14.608112
6607,4,2019-02-19T19:21:17.644243
6608,9,2019-02-19T19:21:19.685127
6622,3,2019-02-19T19:21:35.835314
6626,17,2019-02-19T19:21:37.995620
6630,2,2019-02-19T19:21:39.946777
6631,3,2019-02-19T19:21:40.176327
6633,17,2019-02-19T19:21:40.642958
6635,1,2019-02-19T19:21:44.330668
6637,4,2019-02-19T19:21:45.765259
6638,2,2019-02-19T19:21:46.969243
6648,12,2019-02-19T19:21:58.474419
6649,9,2019-02-19T19:22:01.759011
6652,17,2019-02-19T19:22:01.870881
6653,3,2019-02-19T19:22:03.630826
6654,17,2019-02-19T19:22:04.061635
6656,4,2019-02-19T19:22:05.511129
6662,6,2019-02-19T19:22:09.390181
6663,5,2019-02-19T19:22:07.182202
6670,16,2019-02-19T19:22:15.186992
6671,10,2019-02-19T19:22:15.984717
6686,17,2019-02-19T19:22:28.942713
6695,9,2019-02-19T19:22:40.624127
6701,17,2019-02-19T19:22:48.219203
6703,2,2019-02-19T19:22:50.232451
6705,9,2019-02-19T19:22:52.843755
6706,17,2019-02-19T19:22:52.924123
6710,9,2019-02-19T19:23:00.290405
6716,17,2019-02-19T19:23:05.411860
6717,3,2019-02-19T19:23:06.018284
6718,9,2019-02-19T19:23:06.642743
6722,1,2019-02-19T19:23:07.909049
6729,18,2019-02-19T19:23:13.529263
6730,10,2019-02-19T19:23:14.622498
6731,10,2019-02-19T19:23:15.181215
6732,17,2019-02-19T19:23:15.747326
6735,18,2019-02-19T19:23:17.846430
6741,17,2019-02-19T19:23:20.676712
6753,10,2019-02-19T19:23:27.572974
6762,4,2019-02-19T19:23:39.042825
6766,18,2019-02-19T19:23:42.504170
6771,17,2019-02-19T19:23:45.746860
6773,4,2019-02-19T19:23:48.645071
6781,2,2019-02-19T19:23:57.542895
6783,9,2019-02-19T19:23:58.346601
6784,12,2019-02-19T19:23:58.954715
6785,2,2019-02-19T19:23:59.865401
6786,16,2019-02-19T19:24:00.446990
6800,9,2019-02-19T19:24:25.888512
6802,17,2019-02-19T19:24:28.306431
6822,4,2019-02-19T19:24:50.710250
6824,10,2019-02-19T19:24:53.604859
6844,11,2019-02-19T19:25:08.865921
6854,3,2019-02-19T19:25:15.953225
6859,4,2019-02-19T19:25:21.582336
6869,17,2019-02-19T19:25:32.954147
6871,17,2019-02-19T19:25:34.182126
6875,4,2019-02-19T19:25:38.600791
6881,1,2019-02-19T19:25:42.054410
6894,16,2019-02-19T19:25:57.431401
6897,17,2019-02-19T19:26:02.015239
6904,18,2019-02-19T19:26:05.935478
6905,3,2019-02-19T19:26:06.047408
6920,16,2019-02-19T19:26:21.324888
6936,11,2019-02-19T19:26:41.731957
6938,16,2019-02-19T19:26:42.421671
6945,6,2019-02-19T19:26:47.641659
6949,9,2019-02-19T19:26:49.187338
6952,8,2019-02-19T19:26:53.185570
6954,20,2019-02-19T19:26:58.313576
6958,17,2019-02-19T19:27:03.061119
6959,3,2019-02-19T19:27:03.355639
6961,9,2019-02-19T19:27:04.864434
6963,4,2019-02-19T19:27:07.241505
6977,17,2019-02-19T19:27:24.781096
6980,20,2019-02-19T19:27:27.054615
6982,9,2019-02-19T19:27:28.909256
6984,10,2019-02-19T19:27:29.483366
6992,3,2019-02-19T19:27:36.854632
6995,4,2019-02-19T19:27:39.014910
6999,4,2019-02-19T19:27:41.851327
7000,9,2019-02-19T19:27:41.410349
7007,17,2019-02-19T19:27:48.530393
7017,11,2019-02-19T19:27:56.164936
7020,17,2019-02-19T19:27:57.678144
7021,10,2019-02-19T19:27:58.187725
7031,17,2019-02-19T19:28:03.464477
7034,9,2019-02-19T19:28:05.773045
7035,19,2019-02-19T19:28:06.060394
7044,15,2019-02-19T19:28:11.256899
7047,4,2019-02-19T19:28:14.175619
7052,3,2019-02-19T19:28:17.456844
7056,16,2019-02-19T19:28:23.255603
7074,3,2019-02-19T19:28:41.760693
7075,9,2019-02-19T19:28:42.296631
7083,9,2019-02-19T19:28:52.343296
7085,17,2019-02-19T19:28:54.683972
7086,11,2019-02-19T19:28:55.669162
7097,1,2019-02-19T19:29:06.604438
7098,1,2019-02-19T19:29:06.692074
7111,10,2019-02-19T19:29:16.212274
7112,17,2019-02-19T19:29:18.531632
7114,9,2019-02-19T19:29:19.274272
7124,9,2019-02-19T19:29:27.429445
7134,17,2019-02-19T19:29:32.897823
7137,3,2019-02-19T19:29:34.649019
7147,17,2019-02-19T19:29:42.053318
7149,17,2019-02-19T19:29:42.084485
7153,4,2019-02-19T19:29:45.831323
7155,9,2019-02-19T19:29:46.416594
7157,17,2019-02-19T19:29:47.714240
7161,20,2019-02-19T19:29:50.267272
7163,20,2019-02-19T19:29:51.432000
7164,2,2019-02-19T19:29:52.060292
7168,4,2019-02-19T19:29:54.301089
7169,18,2019-02-19T19:29:54.861623
7171,17,2019-02-19T19:29:55.948304
7172,9,2019-02-19T19:29:53.649412
7185,9,2019-02-19T19:30:04.924451
7194,10,2019-02-19T19:30:13.579602
7197,9,2019-02-19T19:30:16.867212
7199,18,2019-02-19T19:30:18.653505
7203,4,2019-02-19T19:30:21.898646
7206,9,2019-02-19T19:30:23.128316
7208,9,2019-02-19T19:30:26.357427
7214,17,2019-02-19T19:30:32.241271
7216,11,2019-02-19T19:30:33.364454
7217,17,2019-02-19T19:30:33.555283
7218,3,2019-02-19T19:30:34.810157
7219,4,2019-02-19T19:30:34.464646
7221,18,2019-02-19T19:30:37.797476
7234,17,2019-02-19T19:30:52.033013
7239,4,2019-02-19T19:31:01.142937
7240,21,2019-02-19T19:31:02.345741
7242,17,2019-02-19T19:31:04.343950
7244,4,2019-02-19T19:31:04.553848
7250,6,2019-02-19T19:31:09.116530
7253,10,2019-02-19T19:31:10.074208
7254,17,2019-02-19T19:31:11.780070
7256,20,2019-02-19T19:31:14.019423
7272,3,2019-02-19T19:31:28.276638
7274,3,2019-02-19T19:31:29.989282
7275,9,2019-02-19T19:31:31.440165
7276,17,2019-02-19T19:31:33.052402
7277,3,2019-02-19T19:31:33.950154
7281,19,2019-02-19T19:31:38.709872
7285,9,2019-02-19T19:31:42.598247
7289,17,2019-02-19T19:31:45.697233
7290,3,2019-02-19T19:31:45.156739
7299,17,2019-02-19T19:31:52.350583
7305,17,2019-02-19T19:31:56.661784
7309,17,2019-02-19T19:32:01.944998
7312,9,2019-02-19T19:32:04.063270
7316,17,2019-02-19T19:32:07.105352
7318,11,2019-02-19T19:32:12.712508
7321,9,2019-02-19T19:32:14.368868
7322,2,2019-02-19T19:32:15.142574
7323,16,2019-02-19T19:32:15.755028
7329,4,2019-02-19T19:32:19.339862
7338,9,2019-02-19T19:32:27.450363
7350,9,2019-02-19T19:32:39.035899
7354,17,2019-02-19T19:32:42.587368
7355,17,2019-02-19T19:32:42.736487
7358,12,2019-02-19T19:32:45.873974
7365,3,2019-02-19T19:32:50.814894
7374,11,2019-02-19T19:32:58.623402
7375,17,2019-02-19T19:32:59.432999
7381,21,2019-02-19T19:33:05.087415
7385,4,2019-02-19T19:33:12.210800
7391,2,2019-02-19T19:33:16.687238
7393,18,2019-02-19T19:33:21.340854
7395,3,2019-02-19T19:33:25.058947
7409,17,2019-02-19T19:33:36.543691
7410,1,2019-02-19T19:33:35.726472
7413,11,2019-02-19T19:33:38.749080
7415,17,2019-02-19T19:33:39.946552
7418,17,2019-02-19T19:33:41.747244
7420,4,2019-02-19T19:33:42.913123
7421,3,2019-02-19T19:33:42.941479
7438,9,2019-02-19T19:34:11.140372
7442,4,2019-02-19T19:34:13.761019
7446,19,2019-02-19T19:34:17.870977
7463,6,2019-02-19T19:34:31.950344
7475,18,2019-02-19T19:34:40.041174
7476,9,2019-02-19T19:34:40.406344
7484,3,2019-02-19T19:34:47.305485
7486,4,2019-02-19T19:34:49.150613
7488,17,2019-02-19T19:34:50.704835
7493,20,2019-02-19T19:34:56.388126
7495,17,2019-02-19T19:34:57.835669
7500,4,2019-02-19T19:35:01.569564
7505,1,2019-02-19T19:35:05.093433
7518,20,2019-02-19T19:35:21.727966
7544,16,2019-02-19T19:35:49.503698
7552,4,2019-02-19T19:35:59.776405
7553,12,2019-02-19T19:36:02.197719
7558,16,2019-02-19T19:36:04.955185
7561,2,2019-02-19T19:36:08.070571
7570,18,2019-02-19T19:36:16.649120
7573,20,2019-02-19T19:36:19.777492
7577,3,2019-02-19T19:36:24.378856
7583,17,2019-02-19T19:36:29.274020
7604,10,2019-02-19T19:36:53.713275
7608,9,2019-02-19T19:36:56.462897
7613,9,2019-02-19T19:37:02.298049
7617,4,2019-02-19T19:37:05.408554
7625,2,2019-02-19T19:37:14.142063
7630,3,2019-02-19T19:37:17.738202
7633,4,2019-02-19T19:37:19.877857
7634,16,2019-02-19T19:37:20.548717
7642,10,2019-02-19T19:37:28.274553
7654,2,2019-02-19T19:37:36.332078
7655,17,2019-02-19T19:37:37.902781
7658,17,2019-02-19T19:37:41.334577
7666,16,2019-02-19T19:37:50.046646
7668,1,2019-02-19T19:37:50.803178
7673,4,2019-02-19T19:37:53.330240
7691,3,2019-02-19T19:38:10.667703
7696,17,2019-02-19T19:38:13.652717
7702,19,2019-02-19T19:38:16.825738
7707,20,2019-02-19T19:38:20.372953
7711,1,2019-02-19T19:38:22.812928
7712,4,2019-02-19T19:38:23.534232
7713,2,2019-02-19T19:38:23.782135
7723,4,2019-02-19T19:38:32.577098
7731,4,2019-02-19T19:38:36.756104
7732,18,2019-02-19T19:38:39.309032
7734,17,2019-02-19T19:38:40.304584
7741,17,2019-02-19T19:38:44.416007
7778,10,2019-02-19T19:39:08.535279
7785,20,2019-02-19T19:39:13.097969
7787,3,2019-02-19T19:39:14.335473
7790,9,2019-02-19T19:39:15.952894
7791,4,2019-02-19T19:39:16.448525
7795,20,2019-02-19T19:39:19.323138
7803,4,2019-02-19T19:39:25.281628
7804,9,2019-02-19T19:39:25.937531
7808,17,2019-02-19T19:39:27.558897
7833,4,2019-02-19T19:39:46.259702
7835,19,2019-02-19T19:39:48.102452
7837,9,2019-02-19T19:39:49.759193
7838,11,2019-02-19T19:39:50.370923
7841,17,2019-02-19T19:39:53.693090
7843,3,2019-02-19T19:39:55.413513
7859,9,2019-02-19T19:40:14.835392
7861,9,2019-02-19T19:40:17.267626
7863,2,2019-02-19T19:40:19.271912
7868,17,2019-02-19T19:40:23.023766
7876,4,2019-02-19T19:40:28.216867
7878,2,2019-02-19T19:40:31.985207
7880,9,2019-02-19T19:40:35.492061
7881,16,2019-02-19T19:40:35.803065
7884,4,2019-02-19T19:40:37.822973
7888,4,2019-02-19T19:40:40.009003
7892,17,2019-02-19T19:40:41.941919
7905,3,2019-02-19T19:40:49.858955
7911,17,2019-02-19T19:40:54.165287
7916,9,2019-02-19T19:40:57.443921
7919,9,2019-02-19T19:41:03.418521
7925,20,2019-02-19T19:41:07.725571
7928,17,2019-02-19T19:41:09.721343
7929,9,2019-02-19T19:41:10.354570
7936,20,2019-02-19T19:41:15.418813
7941,17,2019-02-19T19:41:21.582628
7954,17,2019-02-19T19:41:30.738589
7959,17,2019-02-19T19:41:34.172383
7964,6,2019-02-19T19:41:38.856694
7965,3,2019-02-19T19:41:40.005083
7969,12,2019-02-19T19:41:42.595693
7976,3,2019-02-19T19:41:51.635115
7983,4,2019-02-19T19:41:58.207534
7985,3,2019-02-19T19:41:59.721450
7987,17,2019-02-19T19:42:03.348833
7990,2,2019-02-19T19:42:08.361061
8007,20,2019-02-19T19:42:30.225642
8010,2,2019-02-19T19:42:33.460463
8020,10,2019-02-19T19:42:40.650651
8023,17,2019-02-19T19:42:42.781656
8030,11,2019-02-19T19:42:49.859734
8036,10,2019-02-19T19:42:58.813654
8044,11,2019-02-19T19:43:07.730022
8046,1,2019-02-19T19:43:08.529739
8052,17,2019-02-19T19:43:15.846296
8058,10,2019-02-19T19:43:23.214065
8059,9,2019-02-19T19:43:24.542058
8067,3,2019-02-19T19:43:29.706163
8070,3,2019-02-19T19:43:32.494520
8073,17,2019-02-19T19:43:34.877990
8075,17,2019-02-19T19:43:37.154460
8078,4,2019-02-19T19:43:39.494493
8086,10,2019-02-19T19:43:55.587595
8089,1,2019-02-19T19:43:57.829263
8090,3,2019-02-19T19:43:58.127335
8103,4,2019-02-19T19:44:15.052933
8105,3,2019-02-19T19:44:17.327253
8112,9,2019-02-19T19:44:21.588480
8114,20,2019-02-19T19:44:23.331958
8115,17,2019-02-19T19:44:23.901615
8117,19,2019-02-19T19:44:24.997525
8119,11,2019-02-19T19:44:25.709191
8123,11,2019-02-19T19:44:29.012623
8131,20,2019-02-19T19:44:39.219279
8132,10,2019-02-19T19:44:40.626561
8134,19,2019-02-19T19:44:48.171193
8136,16,2019-02-19T19:44:51.240233
8140,9,2019-02-19T19:44:54.061577
8146,17,2019-02-19T19:44:58.656039
8152,11,2019-02-19T19:45:02.062870
8154,1,2019-02-19T19:45:03.492971
8163,4,2019-02-19T19:45:10.772809
8169,20,2019-02-19T19:45:14.974186
8170,3,2019-02-19T19:45:15.487302
8171,3,2019-02-19T19:45:16.150010
8174,9,2019-02-19T19:45:18.039122
8178,3,2019-02-19T19:45:23.129499
8181,9,2019-02-19T19:45:24.415056
8187,17,2019-02-19T19:45:31.466684
8193,3,2019-02-19T19:45:36.889692
8194,18,2019-02-19T19:45:37.961739
8195,3,2019-02-19T19:45:38.663865
8199,4,2019-02-19T19:45:41.289471
8200,2,2019-02-19T19:45:41.905064
8201,20,2019-02-19T19:45:40.350657
8203,4,2019-02-19T19:45:43.283628
8205,4,2019-02-19T19:45:44.550956
8212,3,2019-02-19T19:45:50.607770
8216,10,2019-02-19T19:45:53.534357
8220,4,2019-02-19T19:45:56.823503
8222,9,2019-02-19T19:45:58.374388
8236,4,2019-02-19T19:46:05.872820
8244,1,2019-02-19T19:46:17.134042
8245,3,2019-02-19T19:46:19.069058
8250,17,2019-02-19T19:46:23.420006
8258,3,2019-02-19T19:46:29.796684
8261,2,2019-02-19T19:46:32.074376
8273,17,2019-02-19T19:46:42.207234
8275,20,2019-02-19T19:46:44.073505
8290,17,2019-02-19T19:46:55.700199
8298,20,2019-02-19T19:47:01.675308
8307,9,2019-02-19T19:47:08.460650
8309,17,2019-02-19T19:47:09.431461
8312,17,2019-02-19T19:47:13.820213
8313,2,2019-02-19T19:47:14.417414
8319,18,2019-02-19T19:47:22.727912
8322,9,2019-02-19T19:47:27.332761
8323,17,2019-02-19T19:47:26.653860
8326,18,2019-02-19T19:47:29.851294
8330,9,2019-02-19T19:47:33.124627
8336,9,2019-02-19T19:47:38.823236
8350,11,2019-02-19T19:47:49.571259
8354,9,2019-02-19T19:47:52.076980
8356,11,2019-02-19T19:47:54.094801
8358,17,2019-02-19T19:47:54.731177
8361,4,2019-02-19T19:47:56.031061
8370,17,2019-02-19T19:48:02.875052
8373,18,2019-02-19T19:48:04.388341
8375,20,2019-02-19T19:48:05.700274
8381,1,2019-02-19T19:48:09.490425
8393,16,2019-02-19T19:48:21.414665
8403,17,2019-02-19T19:48:32.347696
8408,7,2019-02-19T19:48:38.648147
8429,18,2019-02-19T19:48:54.304406
8431,6,2019-02-19T19:48:55.480944
8433,9,2019-02-19T19:48:56.570907
8434,17,2019-02-19T19:48:57.110218
8437,17,2019-02-19T19:48:58.589504
8439,17,2019-02-19T19:48:59.512938
8444,9,2019-02-19T19:49:03.360165
8446,9,2019-02-19T19:49:04.929001
8448,9,2019-02-19T19:49:09.147609
8452,3,2019-02-19T19:49:15.972784
8457,17,2019-02-19T19:49:20.570443
8460,3,2019-02-19T19:49:22.799184
8466,5,2019-02-19T19:49:30.665049
8468,7,2019-02-19T19:49:32.200844
8470,4,2019-02-19T19:49:35.099906
8472,20,2019-02-19T19:49:36.664137
8475,17,2019-02-19T19:49:38.346457
8480,17,2019-02-19T19:49:41.947793
8482,17,2019-02-19T19:49:43.405135
8486,4,2019-02-19T19:49:45.506933
8494,16,2019-02-19T19:49:50.853791
8496,17,2019-02-19T19:49:52.069575
8498,17,2019-02-19T19:49:53.667480
8510,17,2019-02-19T19:50:03.594557
8512,9,2019-02-19T19:50:04.268827
8515,17,2019-02-19T19:50:08.759035
8516,20,2019-02-19T19:50:10.550759
8552,17,2019-02-19T19:50:35.958767
8563,1,2019-02-19T19:50:45.916099
8573,13,2019-02-19T19:50:55.151133
8574,9,2019-02-19T19:50:56.915883
8577,9,2019-02-19T19:50:59.823118
8584,20,2019-02-19T19:51:04.120718
8591,4,2019-02-19T19:51:08.093784
8596,17,2019-02-19T19:51:08.882733
8602,9,2019-02-19T19:51:15.211423
8605,2,2019-02-19T19:51:17.306800
8606,20,2019-02-19T19:51:18.092114
8607,9,2019-02-19T19:51:19.899603
8611,17,2019-02-19T19:51:24.663278
8615,17,2019-02-19T19:51:29.271209
8623,9,2019-02-19T19:51:34.075971
8628,18,2019-02-19T19:51:40.639248
8633,1,2019-02-19T19:51:45.093408
8644,3,2019-02-19T19:51:51.480180
8645,17,2019-02-19T19:51:52.037873
8648,17,2019-02-19T19:51:54.052779
8654,9,2019-02-19T19:52:02.580190
8655,9,2019-02-19T19:52:03.056701
8657,10,2019-02-19T19:52:03.071001
8661,4,2019-02-19T19:52:06.675446
8665,17,2019-02-19T19:52:10.321863
8667,2,2019-02-19T19:52:11.372063
8673,17,2019-02-19T19:52:15.079885
8677,4,2019-02-19T19:52:15.640068
8680,9,2019-02-19T19:52:17.420815
8690,2,2019-02-19T19:52:29.700063
8691,17,2019-02-19T19:52:30.225853
8693,1,2019-02-19T19:52:31.082447
8695,3,2019-02-19T19:52:34.252135
8698,18,2019-02-19T19:52:35.791612
8701,3,2019-02-19T19:52:37.356598
8710,17,2019-02-19T19:52:44.354440
8725,9,2019-02-19T19:52:59.775129
8726,17,2019-02-19T19:53:00.852954
8737,17,2019-02-19T19:53:11.062790
8740,3,2019-02-19T19:53:13.990061
8743,17,2019-02-19T19:53:15.761033
8744,9,2019-02-19T19:53:19.242324
8763,2,2019-02-19T19:53:31.039957
8769,17,2019-02-19T19:53:37.436613
8788,9,2019-02-19T19:53:49.924270
8789,1,2019-02-19T19:53:50.457156
8799,3,2019-02-19T19:53:56.680388
8809,4,2019-02-19T19:54:02.628398
8821,3,2019-02-19T19:54:10.809182
8826,9,2019-02-19T19:54:13.654116
8832,2,2019-02-19T19:54:17.293025
8834,18,2019-02-19T19:54:19.779028
8841,17,2019-02-19T19:54:24.863698
8844,17,2019-02-19T19:54:27.142677
8866,17,2019-02-19T19:54:41.090015
8868,17,2019-02-19T19:54:42.815647
8869,3,2019-02-19T19:54:43.909783
8885,11,2019-02-19T19:54:53.872990
8889,3,2019-02-19T19:54:56.879688
8891,21,2019-02-19T19:54:57.739381
8897,17,2019-02-19T19:55:02.486362
8903,9,2019-02-19T19:55:06.027867
8905,9,2019-02-19T19:55:07.232045
8908,17,2019-02-19T19:55:10.033199
8910,11,2019-02-19T19:55:11.595978
8911,1,2019-02-19T19:55:12.803549
8913,17,2019-02-19T19:55:14.522474
8918,3,2019-02-19T19:55:19.620026
8919,4,2019-02-19T19:55:20.237411
8925,17,2019-02-19T19:55:24.407840
8926,3,2019-02-19T19:55:25.620521
8927,17,2019-02-19T19:55:25.351437
8931,17,2019-02-19T19:55:31.766421
8939,17,2019-02-19T19:55:41.551992
8942,9,2019-02-19T19:55:43.222986
8948,10,2019-02-19T19:55:48.175460
8952,11,2019-02-19T19:55:51.490939
8956,17,2019-02-19T19:55:53.474075
8959,17,2019-02-19T19:55:56.828241
8964,9,2019-02-19T19:56:02.819656
8968,9,2019-02-19T19:56:06.044433
8972,4,2019-02-19T19:56:08.997545
8985,9,2019-02-19T19:56:18.928404
8986,10,2019-02-19T19:56:19.542605
8988,2,2019-02-19T19:56:17.803622
8992,2,2019-02-19T19:56:22.864933
8995,18,2019-02-19T19:56:24.392877
9002,9,2019-02-19T19:56:31.691106
9006,20,2019-02-19T19:56:33.795240
9008,10,2019-02-19T19:56:35.144752
9012,9,2019-02-19T19:56:40.737686
9015,11,2019-02-19T19:56:44.293713
9027,17,2019-02-19T19:56:53.537225
9029,16,2019-02-19T19:56:54.614893
9030,9,2019-02-19T19:56:54.081417
9038,11,2019-02-19T19:56:59.988486
9040,20,2019-02-19T19:57:01.077644
9044,17,2019-02-19T19:57:03.351447
9047,2,2019-02-19T19:57:05.407873
9048,4,2019-02-19T19:57:06.049477
9052,3,2019-02-19T19:57:08.713402
9058,19,2019-02-19T19:57:12.449612
9065,16,2019-02-19T19:57:18.559816
9068,19,2019-02-19T19:57:24.605488
9069,17,2019-02-19T19:57:26.236167
9070,17,2019-02-19T19:57:29.100916
9075,3,2019-02-19T19:57:33.275886
9077,3,2019-02-19T19:57:36.516913
9079,4,2019-02-19T19:57:37.262909
9083,1,2019-02-19T19:57:41.966237
9084,17,2019-02-19T19:57:42.085564
9091,3,2019-02-19T19:57:45.974122
9092,9,2019-02-19T19:57:46.715546
9094,9,2019-02-19T19:57:48.631553
9098,9,2019-02-19T19:57:51.252030
9100,3,2019-02-19T19:57:51.984760
9106,11,2019-02-19T19:57:58.218016
9111,4,2019-02-19T19:58:00.655906
9115,9,2019-02-19T19:58:02.706422
9122,4,2019-02-19T19:58:06.937107
9135,3,2019-02-19T19:58:15.694735
9137,3,2019-02-19T19:58:18.341061
9180,9,2019-02-19T19:58:50.712603
9185,10,2019-02-19T19:58:55.732857
9189,9,2019-02-19T19:58:57.541449
9190,11,2019-02-19T19:58:58.073980
9191,4,2019-02-19T19:58:59.097107
9196,20,2019-02-19T19:59:04.814664
9198,3,2019-02-19T19:59:05.806157
9199,3,2019-02-19T19:59:06.239060
9204,4,2019-02-19T19:59:13.208699
9224,16,2019-02-19T19:59:32.462857
9227,10,2019-02-19T19:59:34.039654
9229,17,2019-02-19T19:59:35.034592
9231,9,2019-02-19T19:59:36.133317
9232,1,2019-02-19T19:59:36.913326
9236,9,2019-02-19T19:59:40.640474
9237,1,2019-02-19T19:59:40.763542
9243,11,2019-02-19T19:59:48.241608
9245,3,2019-02-19T19:59:50.892014
9247,17,2019-02-19T19:59:52.089212
9248,17,2019-02-19T19:59:55.674394
9254,17,2019-02-19T20:00:01.447624
9259,9,2019-02-19T20:00:07.123153
9266,17,2019-02-19T20:00:15.273024
9267,3,2019-02-19T20:00:15.826418
9269,9,2019-02-19T20:00:17.066016
9271,2,2019-02-19T20:00:19.054235
9276,3,2019-02-19T20:00:22.242773
9278,4,2019-02-19T20:00:24.560216
9287,9,2019-02-19T20:00:33.359702
9305,9,2019-02-19T20:00:44.033352
9312,10,2019-02-19T20:00:45.386754
9314,9,2019-02-19T20:00:48.515638
9316,3,2019-02-19T20:00:49.569111
9322,18,2019-02-19T20:00:55.894368
9323,17,2019-02-19T20:00:57.098345
9334,20,2019-02-19T20:01:04.539884
9336,3,2019-02-19T20:01:07.575339
9337,17,2019-02-19T20:01:09.191551
9358,9,2019-02-19T20:01:21.513026
9361,11,2019-02-19T20:01:23.011740
9364,3,2019-02-19T20:01:28.863313
9369,17,2019-02-19T20:01:33.817413
9375,18,2019-02-19T20:01:40.689087
9379,9,2019-02-19T20:01:43.124926
9382,18,2019-02-19T20:01:44.778743
9389,17,2019-02-19T20:01:49.615787
9396,4,2019-02-19T20:01:53.188593
9399,3,2019-02-19T20:01:58.026920
9402,4,2019-02-19T20:01:59.882632
9405,18,2019-02-19T20:02:02.051618
9408,17,2019-02-19T20:02:04.160859
9412,3,2019-02-19T20:02:06.616937
9417,11,2019-02-19T20:02:10.092573
9424,9,2019-02-19T20:02:16.033959
9432,1,2019-02-19T20:02:27.499005
9434,17,2019-02-19T20:02:28.784205
9441,3,2019-02-19T20:02:38.048340
9445,4,2019-02-19T20:02:43.708816
9447,18,2019-02-19T20:02:44.727410
9448,17,2019-02-19T20:02:43.994162
9449,3,2019-02-19T20:02:45.691429
9450,9,2019-02-19T20:02:46.904098
9451,10,2019-02-19T20:02:47.521813
9452,20,2019-02-19T20:02:49.580702
9456,4,2019-02-19T20:02:52.130207
9471,2,2019-02-19T20:03:04.108151
9480,4,2019-02-19T20:03:09.656478
9481,3,2019-02-19T20:03:10.206718
9484,20,2019-02-19T20:03:07.539354
9494,17,2019-02-19T20:03:18.107819
9500,4,2019-02-19T20:03:24.263505
9518,3,2019-02-19T20:03:38.127050
9520,4,2019-02-19T20:03:39.413745
9523,17,2019-02-19T20:03:40.598243
9526,10,2019-02-19T20:03:43.748943
9527,21,2019-02-19T20:03:43.784578
9528,2,2019-02-19T20:03:44.430351
9529,4,2019-02-19T20:03:45.214546
9531,20,2019-02-19T20:03:47.330276
9534,3,2019-02-19T20:03:50.198946
9541,17,2019-02-19T20:03:54.970587
9546,4,2019-02-19T20:03:58.448075
9547,4,2019-02-19T20:03:57.933903
9552,4,2019-02-19T20:04:05.233137
9559,9,2019-02-19T20:04:10.896027
9564,17,2019-02-19T20:04:14.376092
9565,17,2019-02-19T20:04:15.634134
9567,11,2019-02-19T20:04:16.891061
